PDBID,RMSD,value,message,success,nit,nfev,num_MixOfGauss,num_atoms,num_rotbonds
7GNK,8.13712,-57.9262557337791,Maximum number of iterations has been exceeded.,False,500,79183,531,34,6
7GNL,4.59823,-70.32005160277012,Maximum number of iterations has been exceeded.,False,500,76590,627,42,9
7GNM,8.34458,-92.16684028980275,Maximum number of iterations has been exceeded.,False,500,79389,535,40,8
7GNO,2.28633,-79.54087037649404,Optimization terminated successfully.,True,124,20458,493,39,2
7GNP,8.0317,-45.14292980574887,Maximum number of iterations has been exceeded.,False,500,79500,540,39,7
7GNQ,6.15717,-79.38262925388727,Maximum number of iterations has been exceeded.,False,500,76062,513,38,9
7GNR,5.28082,-64.67676750840081,Optimization terminated successfully.,True,176,27331,478,34,4
7GNS,1.38111,-83.4474969826475,Optimization terminated successfully.,True,219,33330,384,36,4
7GNT,7.59521,-70.73906787029557,Optimization terminated successfully.,True,213,33748,530,37,5
7GNU,3.2371,-88.55052927780473,Optimization terminated successfully.,True,252,38181,362,36,4
7GPJ,3.59713,-47.79314272357848,Optimization terminated successfully.,True,204,32195,232,19,3
7GQU,4.18976,-33.065551652318035,Maximum number of iterations has been exceeded.,False,500,81554,464,30,10
7GRL,2.29118,-43.19609008684916,Optimization terminated successfully.,True,137,22014,169,12,3
7GRT,6.30587,-61.67206558456493,Optimization terminated successfully.,True,483,73337,298,19,4
7GY4,1.46553,-72.69806783946126,Optimization terminated successfully.,True,81,13301,288,20,2
7GY5,1.76826,-58.59441567841983,Optimization terminated successfully.,True,78,12683,299,20,2
7GY6,1.8356,-59.95282302160502,Optimization terminated successfully.,True,78,12197,278,20,2
7GY7,2.22336,-72.76176127996902,Optimization terminated successfully.,True,58,10012,294,20,2
7GY8,2.17395,-55.70208202586829,Optimization terminated successfully.,True,95,15618,261,20,2
7GY9,2.26982,-70.45171270912057,Optimization terminated successfully.,True,66,10472,268,20,2
7GYA,2.15106,-62.35558243818478,Optimization terminated successfully.,True,82,12805,258,20,2
7GYB,1.46903,-65.68862041624453,Optimization terminated successfully.,True,69,10946,279,20,2
7GYC,1.4402,-63.37264326816299,Optimization terminated successfully.,True,66,10814,283,20,2
7GZ7,9.32973,-40.0234776524324,Maximum number of iterations has been exceeded.,False,500,76110,439,29,9
7HG6,4.42854,-45.5067776584832,Optimization terminated successfully.,True,189,28896,218,14,4
7JG0,3.5197,-60.91293833913749,Maximum number of iterations has been exceeded.,False,500,85836,462,32,12
7JHW,7.46582,-103.8069215975967,Optimization terminated successfully.,True,99,15715,373,22,8
7JIS,7.80069,-72.71298906448287,Optimization terminated successfully.,True,437,68076,532,36,5
7JIU,8.37826,-76.48876096927577,Optimization terminated successfully.,True,360,55846,361,36,5
7JJG,6.02282,-61.069764421042095,Optimization terminated successfully.,True,158,24598,409,29,4
7JKW,7.51288,-67.32562101932548,Maximum number of iterations has been exceeded.,False,500,78009,610,42,8
7JKX,8.03306,-53.138276377767326,Maximum number of iterations has been exceeded.,False,500,78309,478,39,8
7JKY,8.05297,-51.56446972812407,Maximum number of iterations has been exceeded.,False,500,76606,556,44,9
7JKZ,6.70092,-41.522767538745015,Maximum number of iterations has been exceeded.,False,500,76110,435,44,9
7JLL,7.59246,-106.87554853213368,Optimization terminated successfully.,True,103,16331,383,22,8
7JLR,3.03714,-96.76237134241231,Optimization terminated successfully.,True,103,16242,389,25,3
7JMQ,7.03939,-95.39832112511994,Optimization terminated successfully.,True,84,14470,364,22,8
7JOM,5.38221,-112.13586047251366,Maximum number of iterations has been exceeded.,False,500,78009,459,32,8
7JP0,6.65753,-55.32133636731046,Maximum number of iterations has been exceeded.,False,500,82797,522,36,17
7JR6,2.56114,-93.2623511458957,Optimization terminated successfully.,True,202,31514,415,29,5
7JR8,9.89053,-74.79406659619795,Optimization terminated successfully.,True,215,34320,375,28,5
7JRW,4.8067,-42.74757663822806,Maximum number of iterations has been exceeded.,False,500,82226,299,20,12
7JS8,9.01312,-94.9299633589249,Maximum number of iterations has been exceeded.,False,500,83404,597,39,12
7JSP,6.32359,-54.18140189980902,Optimization terminated successfully.,True,281,43081,410,29,4
7JT5,2.4755,-49.597556751084376,Optimization terminated successfully.,True,183,28524,336,24,4
7JT6,2.96227,-47.01643191494022,Optimization terminated successfully.,True,276,42721,296,22,3
7JTC,3.51827,-42.61292391603669,Optimization terminated successfully.,True,125,19131,309,22,4
7JTT,7.48047,-104.5598137701262,Optimization terminated successfully.,True,93,15421,398,22,8
7JVU,7.30074,-81.42793225395928,Maximum number of iterations has been exceeded.,False,500,82115,380,19,10
7JWL,4.0407,-72.32527915845736,Optimization terminated successfully.,True,127,20865,314,23,6
7JX9,7.05635,-75.07452194400283,Optimization terminated successfully.,True,171,27073,480,32,8
7JXL,2.5965,-61.4347757581271,Optimization terminated successfully.,True,324,50994,435,36,7
7JXM,7.64372,-54.63960341114949,Optimization terminated successfully.,True,202,33202,505,37,6
7JXP,4.04252,-79.45635434368691,Optimization terminated successfully.,True,426,67130,469,39,7
7JXQ,2.62182,-65.18065156102423,Maximum number of iterations has been exceeded.,False,500,78884,558,40,7
7JXX,5.40436,-46.41189742019936,Optimization terminated successfully.,True,81,13133,363,25,0
7JXY,6.8173,-72.53520523488027,Optimization terminated successfully.,True,86,13719,444,23,2
7JXZ,5.80225,-47.7512343922142,Optimization terminated successfully.,True,221,35016,375,28,5
7JY0,6.64006,-53.68209961189313,Optimization terminated successfully.,True,225,35056,354,29,5
7JY1,5.19805,-44.17036932384099,Optimization terminated successfully.,True,278,44889,399,33,6
7JY3,3.8035,-50.764819399582066,Optimization terminated successfully.,True,248,38142,341,27,4
7JY4,4.72841,-99.29847258724544,Optimization terminated successfully.,True,143,23387,368,30,6
7JYR,5.63025,-71.76921394708621,Optimization terminated successfully.,True,199,30231,389,26,4
7K03,6.82112,-69.68614501318459,Optimization terminated successfully.,True,158,24741,457,29,4
7K0D,5.52101,-56.69052788571886,Maximum number of iterations has been exceeded.,False,500,80993,552,35,10
7K0E,7.81024,-61.312363811000566,Maximum number of iterations has been exceeded.,False,500,77872,446,29,13
7K0G,7.6715,-96.22575953293182,Maximum number of iterations has been exceeded.,False,500,76912,476,29,13
7K0V,3.6762,-49.26829618926615,Maximum number of iterations has been exceeded.,False,500,78864,501,32,8
7K1P,8.15964,-49.038807459980774,Optimization terminated successfully.,True,323,51480,361,28,6
7K27,7.0341,-64.60368540627412,Optimization terminated successfully.,True,192,29181,423,29,4
7K3I,7.68838,-75.96751453094299,Maximum number of iterations has been exceeded.,False,500,83037,318,19,14
7K41,5.58568,-44.02190331385186,Optimization terminated successfully.,True,242,37494,258,22,2
7K6A,3.25686,-61.41746214356253,Maximum number of iterations has been exceeded.,False,500,77006,385,31,9
7K6R,6.65815,-44.19722573646732,Optimization terminated successfully.,True,281,44186,278,23,3
7K7Q,7.75799,-50.85000194083533,Maximum number of iterations has been exceeded.,False,500,77643,480,36,11
7K89,5.90801,-64.644200996949,Optimization terminated successfully.,True,293,46566,359,20,6
7K8G,7.25531,-69.35295417359188,Maximum number of iterations has been exceeded.,False,500,81112,356,21,10
7K9N,6.64256,-95.59015325377912,Optimization terminated successfully.,True,390,60849,434,24,11
7K9U,3.24691,-74.57774429065911,Optimization terminated successfully.,True,291,45700,460,32,5
7K9V,9.07166,-77.50624551946032,Maximum number of iterations has been exceeded.,False,500,77406,443,33,5
7K9W,6.12233,-105.24913318363392,Optimization terminated successfully.,True,248,39741,479,34,6
7KA1,7.60723,-99.98412453853196,Optimization terminated successfully.,True,93,14791,376,22,8
7KB1,14.2007,-5.727138527139291,Optimization terminated successfully.,True,378,59628,200,22,7
7KBN,7.74992,-117.93023926569792,Optimization terminated successfully.,True,84,14545,398,22,8
7KCE,5.62148,-30.25828816235552,Optimization terminated successfully.,True,168,26057,335,23,2
7KCF,2.87999,-63.15334805923785,Optimization terminated successfully.,True,191,30116,456,30,3
7KCO,3.20902,-77.20980159287191,Optimization terminated successfully.,True,481,75906,443,36,7
7KDA,7.17136,-44.651542683621116,Optimization terminated successfully.,True,261,40136,321,28,4
7KDB,3.49375,-76.9196683269575,Optimization terminated successfully.,True,312,48826,544,35,5
7KDZ,6.32525,-61.86807834100124,Maximum number of iterations has been exceeded.,False,500,83423,406,32,12
7KFP,5.69297,-106.17562902775676,Optimization terminated successfully.,True,208,32877,414,23,6
7KG0,5.25776,-79.00175891013828,Optimization terminated successfully.,True,280,43503,459,30,4
7KG7,4.56909,-80.66476091151802,Optimization terminated successfully.,True,296,45397,403,24,4
7KGW,4.49723,-60.68780759823403,Optimization terminated successfully.,True,237,36151,317,23,4
7KGX,10.0941,-90.0029252085784,Maximum number of iterations has been exceeded.,False,500,81469,527,29,10
7KH4,7.35475,-75.19641621966369,Optimization terminated successfully.,True,340,54552,386,22,13
7KH5,4.16076,-15.766302459203558,Optimization terminated successfully.,True,119,18744,236,16,2
7KH6,7.39653,-95.91888662349486,Optimization terminated successfully.,True,156,25243,366,22,8
7KH8,3.9169,-64.96158426144214,Optimization terminated successfully.,True,143,22692,393,26,3
7KHG,9.7244,-77.92047086480204,Optimization terminated successfully.,True,279,44616,472,29,6
7KHK,9.54114,-77.22177948438778,Optimization terminated successfully.,True,190,29387,284,25,4
7KHL,6.66596,-74.48863986836669,Optimization terminated successfully.,True,158,24081,554,36,4
7KI7,7.46859,-106.03233239227023,Optimization terminated successfully.,True,83,14781,400,22,8
7KI8,6.58357,-70.48396225327332,Maximum number of iterations has been exceeded.,False,500,76558,502,30,9
7KI9,6.20452,-49.36073960362111,Optimization terminated successfully.,True,425,67002,470,31,7
7KIA,2.58601,-57.35557590158861,Optimization terminated successfully.,True,274,43670,458,36,7
7KIC,9.38621,-69.00494541231454,Optimization terminated successfully.,True,159,25340,502,33,3
7KJD,3.03602,-31.32770045106013,Optimization terminated successfully.,True,296,44781,265,17,4
7KJS,3.86288,-40.65326589852705,Optimization terminated successfully.,True,261,39872,400,32,4
7KK3,1.99035,-37.020836475638085,Optimization terminated successfully.,True,163,25288,286,28,2
7KK4,8.70129,-47.07837645905444,Maximum number of iterations has been exceeded.,False,500,79326,467,32,6
7KK5,6.44878,-38.988478386118004,Optimization terminated successfully.,True,89,15200,265,24,3
7KKD,7.28868,-78.12791533040993,Optimization terminated successfully.,True,351,55004,334,22,13
7KKN,2.14485,-78.25592595142146,Optimization terminated successfully.,True,158,24681,312,28,2
7KKO,8.91167,-75.02186647889383,Maximum number of iterations has been exceeded.,False,500,78429,482,32,6
7KKP,6.22747,-69.87498470935749,Optimization terminated successfully.,True,124,20143,251,18,2
7KKT,7.49898,-94.00971068704084,Optimization terminated successfully.,True,302,48916,413,22,13
7KM1,7.16468,-74.269020986128,Maximum number of iterations has been exceeded.,False,500,78472,365,22,13
7KM7,3.71537,-80.29339803237472,Optimization terminated successfully.,True,432,66627,444,29,11
7KM8,4.31576,-75.37460950506002,Maximum number of iterations has been exceeded.,False,500,77589,463,29,11
7KM9,7.53471,-71.36779802089039,Maximum number of iterations has been exceeded.,False,500,77823,400,29,11
7KMY,6.68109,-75.28750105969125,Maximum number of iterations has been exceeded.,False,500,79898,424,27,6
7KNJ,7.25535,-51.6433017978875,Optimization terminated successfully.,True,245,37236,466,36,9
7KNR,5.48285,-52.905969631428704,Optimization terminated successfully.,True,317,49902,456,30,7
7KNZ,7.94282,-64.55075614870361,Maximum number of iterations has been exceeded.,False,500,77252,407,22,13
7KO0,7.42194,-67.11728421572315,Optimization terminated successfully.,True,458,72592,524,41,6
7KO6,6.67796,-54.574892074016304,Optimization terminated successfully.,True,112,18402,449,31,4
7KOP,8.47419,-44.43499501315881,Maximum number of iterations has been exceeded.,False,500,78800,379,28,7
7KP6,1.19564,-212.1074410668984,Optimization terminated successfully.,True,317,51077,339,28,6
7KPA,9.09637,-93.73135413326482,Optimization terminated successfully.,True,320,48998,523,41,9
7KPE,7.55469,-61.38051088709278,Optimization terminated successfully.,True,309,49020,331,22,13
7KQ9,6.84179,-68.37540923490671,Optimization terminated successfully.,True,270,43394,370,21,6
7KQF,8.03254,-106.05486030225642,Optimization terminated successfully.,True,85,14594,403,22,8
7KSI,3.11642,-59.13114665239317,Maximum number of iterations has been exceeded.,False,500,77619,486,30,8
7KSK,6.12376,-73.71891777687802,Maximum number of iterations has been exceeded.,False,500,78684,330,28,8
7KTO,4.6273,-83.161348904009,Optimization terminated successfully.,True,221,35204,344,22,13
7KU9,7.31489,-80.05554802192404,Optimization terminated successfully.,True,112,18554,293,21,5
7KWA,5.1659,-59.35685480360266,Optimization terminated successfully.,True,264,41125,581,40,8
7KWE,3.43973,-58.26754079331783,Optimization terminated successfully.,True,283,43988,358,22,5
7KWU,8.34206,-101.98672837641021,Optimization terminated successfully.,True,288,44821,506,40,8
7KWV,7.75796,-95.39753655375048,Optimization terminated successfully.,True,210,32809,365,22,8
7KX6,6.1325,-57.05509762146428,Optimization terminated successfully.,True,73,11932,394,34,2
7KXB,8.34973,-35.9431033392067,Maximum number of iterations has been exceeded.,False,500,81418,398,29,10
7KXC,7.59547,-93.59717683944342,Optimization terminated successfully.,True,101,16023,368,22,8
7KXD,3.84298,-62.32078753585121,Optimization terminated successfully.,True,145,23096,337,22,5
7KXF,9.07654,-64.94526516546367,Maximum number of iterations has been exceeded.,False,500,76238,460,34,9
7KXH,7.38628,-60.50756712679495,Optimization terminated successfully.,True,365,57532,400,22,13
7KXL,1.81533,-68.35544728037635,Optimization terminated successfully.,True,368,58460,432,35,7
7KXN,1.58818,-62.90732200586468,Optimization terminated successfully.,True,497,78850,409,40,7
7KXO,9.76104,-76.62751796373126,Maximum number of iterations has been exceeded.,False,500,78828,638,43,7
7KXP,4.3558,-52.24736329970837,Optimization terminated successfully.,True,373,58638,643,43,7
7KXT,8.12205,-62.196585447430394,Maximum number of iterations has been exceeded.,False,500,78114,401,34,8
7KXZ,4.69815,-39.1314575753878,Optimization terminated successfully.,True,205,31501,489,40,2
7KYK,4.10556,-78.85287906934732,Optimization terminated successfully.,True,204,33293,381,25,6
7KYT,7.44076,-102.4433335913829,Optimization terminated successfully.,True,103,17471,396,22,8
7KYV,2.42541,-99.03721063757172,Optimization terminated successfully.,True,347,55450,502,28,7
7KYY,1.99799,-95.00720992724743,Maximum number of iterations has been exceeded.,False,500,78611,511,30,6
7KZ4,2.39091,-58.05662820170839,Maximum number of iterations has been exceeded.,False,500,79010,436,29,7
7KZY,7.65608,-87.76123045585133,Maximum number of iterations has been exceeded.,False,500,79528,417,30,7
7L00,9.86676,-61.27619642060442,Optimization terminated successfully.,True,375,59566,438,27,6
7L01,8.6502,-77.89401866027622,Maximum number of iterations has been exceeded.,False,500,78450,554,31,7
7L0E,7.53145,-60.64322103211211,Optimization terminated successfully.,True,295,46917,357,21,6
7L0K,7.82443,-83.5309129689933,Optimization terminated successfully.,True,460,71309,538,30,8
7L10,1.9628,-83.4760864364209,Optimization terminated successfully.,True,69,11240,378,29,3
7L11,6.52745,-70.85442832430104,Optimization terminated successfully.,True,287,45201,528,32,6
7L14,7.50409,-61.34489192575261,Optimization terminated successfully.,True,477,74841,521,33,6
7L1H,7.25507,-105.63316658183014,Optimization terminated successfully.,True,99,16345,390,22,8
7L1J,2.52756,-40.50425505511703,Optimization terminated successfully.,True,269,43410,321,25,3
7L1X,12.2388,-73.86643978321928,Maximum number of iterations has been exceeded.,False,500,78429,363,34,6
7L25,6.65018,-48.98887468770681,Optimization terminated successfully.,True,284,43586,390,31,4
7L28,8.70345,-66.2141414563506,Optimization terminated successfully.,True,85,13928,519,30,3
7L4T,8.53463,-57.90986925248171,Optimization terminated successfully.,True,184,28742,422,29,5
7L4W,8.60847,-65.79451466446343,Optimization terminated successfully.,True,383,59940,460,27,5
7L50,7.94576,-73.80039295690341,Optimization terminated successfully.,True,295,46280,399,25,5
7L5F,6.46444,-65.42905047830686,Maximum number of iterations has been exceeded.,False,500,78332,299,18,13
7L6D,7.56098,-54.78834577058388,Optimization terminated successfully.,True,288,46267,393,28,6
7L76,2.37849,-64.97578432407172,Optimization terminated successfully.,True,105,16798,256,19,3
7L7C,2.30618,-76.94826270412057,Optimization terminated successfully.,True,123,19216,288,21,4
7L99,2.91796,-70.48228084302545,Optimization terminated successfully.,True,302,48009,415,32,6
7L9A,9.08738,-68.64828250556563,Maximum number of iterations has been exceeded.,False,500,76270,646,41,9
7LAF,6.64311,-82.34109008578336,Optimization terminated successfully.,True,271,41801,346,20,4
7LAH,8.45943,-50.06487407600756,Optimization terminated successfully.,True,193,30537,416,28,6
7LAY,8.03627,-52.49026989131154,Optimization terminated successfully.,True,195,30849,564,41,6
7LB0,5.62443,-49.5518540625938,Optimization terminated successfully.,True,338,51609,281,29,4
7LB1,6.06674,-72.51723392918973,Optimization terminated successfully.,True,147,23014,428,30,4
7LB2,6.61432,-84.606670112861,Optimization terminated successfully.,True,113,17947,380,30,4
7LB3,6.14206,-56.21848268557495,Optimization terminated successfully.,True,154,23481,399,29,4
7LBR,9.01097,-37.57619076393167,Maximum number of iterations has been exceeded.,False,500,80721,524,36,10
7LCB,6.75965,-34.99744703690284,Optimization terminated successfully.,True,118,18847,271,28,3
7LCR,4.15162,-97.21795446197667,Maximum number of iterations has been exceeded.,False,500,78492,436,30,13
7LCT,6.67432,-81.85788785695912,Maximum number of iterations has been exceeded.,False,500,77692,409,30,13
7LCU,10.7648,-115.91159847873466,Optimization terminated successfully.,True,365,57159,542,39,8
7LDY,7.795,-70.26946171339101,Maximum number of iterations has been exceeded.,False,500,83835,452,39,14
7LDZ,9.42804,-88.89403571397267,Maximum number of iterations has been exceeded.,False,500,77852,483,40,13
7LE0,7.49863,-77.77813586769581,Maximum number of iterations has been exceeded.,False,500,76812,515,40,13
7LE2,8.2772,-78.95459506696018,Maximum number of iterations has been exceeded.,False,500,81210,510,41,14
7LE3,6.6662,-86.90664595407733,Maximum number of iterations has been exceeded.,False,500,81861,484,41,14
7LE4,4.23128,-75.9422870985768,Maximum number of iterations has been exceeded.,False,500,78787,478,41,16
7LE5,9.72408,-87.45750738915294,Maximum number of iterations has been exceeded.,False,500,86588,530,42,15
7LE6,9.31405,-67.85439403681667,Maximum number of iterations has been exceeded.,False,500,86016,464,42,15
7LEL,8.36438,-72.77438348272042,Optimization terminated successfully.,True,175,28394,389,28,7
7LEO,6.10192,-84.24416404780871,Optimization terminated successfully.,True,379,59130,447,27,11
7LEV,2.67592,-73.15286688295905,Optimization terminated successfully.,True,154,24765,370,21,6
7LF3,6.00702,-78.80412528575204,Optimization terminated successfully.,True,482,74583,445,27,11
7LGX,6.16896,-73.27274817295326,Optimization terminated successfully.,True,247,39827,380,22,8
7LHP,6.33036,-55.66507994360735,Optimization terminated successfully.,True,127,20184,276,20,3
7LI5,6.87504,-60.80363105871013,Maximum number of iterations has been exceeded.,False,500,78024,477,32,8
7LK0,7.85902,-71.4210364818327,Optimization terminated successfully.,True,185,29705,463,25,6
7LKK,1.71424,-52.17653496588451,Optimization terminated successfully.,True,135,22018,319,21,3
7LKL,7.5065,-109.63827953546041,Optimization terminated successfully.,True,114,19285,411,22,8
7LKS,8.15236,-52.71933659551959,Maximum number of iterations has been exceeded.,False,500,80012,481,30,13
7LKT,7.51927,-62.144565100723156,Maximum number of iterations has been exceeded.,False,500,77372,519,33,13
7LKU,6.38774,-63.38351726524089,Maximum number of iterations has been exceeded.,False,500,77912,452,32,13
7LKV,8.26841,-107.69310304011655,Maximum number of iterations has been exceeded.,False,500,77812,546,32,13
7LKW,5.60137,-64.15630586175328,Maximum number of iterations has been exceeded.,False,500,77372,485,32,13
7LKX,7.56698,-99.94865467133374,Maximum number of iterations has been exceeded.,False,500,78112,520,30,13
7LL3,3.46512,-27.084549193391027,Optimization terminated successfully.,True,242,36802,217,13,4
7LL4,8.13977,-130.4073037750474,Optimization terminated successfully.,True,322,50057,482,41,8
7LL5,9.94556,-111.38264627244655,Optimization terminated successfully.,True,252,40087,530,40,8
7LLF,8.70633,-41.935899265696065,Maximum number of iterations has been exceeded.,False,500,81163,511,36,10
7LM4,5.92724,-49.06080319800101,Maximum number of iterations has been exceeded.,False,500,78450,464,29,7
7LMD,8.48129,-49.839142312524594,Maximum number of iterations has been exceeded.,False,500,79822,394,30,7
7LMT,6.06035,-64.42943338356,Maximum number of iterations has been exceeded.,False,500,78642,281,23,5
7LNL,5.99014,-57.53006200768822,Optimization terminated successfully.,True,251,38664,300,21,9
7LNM,4.1926,-80.55541590939603,Optimization terminated successfully.,True,282,44890,453,25,7
7LNN,3.99837,-25.30413423552877,Optimization terminated successfully.,True,201,30696,210,13,4
7LOM,6.81151,-86.37833568788534,Optimization terminated successfully.,True,175,27419,422,27,8
7LON,3.22313,-91.86263514993685,Optimization terminated successfully.,True,104,17264,451,26,6
7LP0,6.53607,-29.24988858633981,Optimization terminated successfully.,True,86,13557,232,17,2
7LP7,7.76866,-57.02128150365916,Optimization terminated successfully.,True,422,67122,334,27,7
7LPF,7.79501,-102.603872396054,Optimization terminated successfully.,True,109,17960,419,22,8
7LPW,2.44274,-80.29682323134499,Maximum number of iterations has been exceeded.,False,500,78174,429,29,8
7LPX,4.00487,-70.21033883935887,Optimization terminated successfully.,True,238,37841,517,29,8
7LQD,10.8363,-56.20527889981779,Optimization terminated successfully.,True,344,55262,657,45,7
7LR9,3.8358,-59.99585915403674,Optimization terminated successfully.,True,404,61086,282,21,9
7LRL,9.85453,-48.02210066606503,Maximum number of iterations has been exceeded.,False,500,78126,434,28,5
7LS3,7.00808,-69.20702198448878,Optimization terminated successfully.,True,242,37674,537,29,5
7LS4,6.30809,-55.53811299327987,Optimization terminated successfully.,True,132,20859,337,22,3
7LSQ,8.73598,-75.22883225036298,Optimization terminated successfully.,True,119,18570,282,18,3
7LSZ,6.86854,-85.24754774251114,Optimization terminated successfully.,True,242,38166,497,29,4
7LT0,6.43056,-63.12953283797186,Optimization terminated successfully.,True,301,46906,418,27,4
7LT4,7.20114,-95.4688969391909,Optimization terminated successfully.,True,146,22953,424,22,8
7LTG,3.2257,-128.332058685673,Optimization terminated successfully.,True,264,44336,640,46,12
7LTJ,9.43179,-54.65429106750041,Optimization terminated successfully.,True,132,21209,188,24,3
7LTK,8.73365,-74.87316796099734,Optimization terminated successfully.,True,362,56757,576,30,8
7LTP,7.52377,-101.96650456332048,Optimization terminated successfully.,True,127,20972,400,22,8
7LTX,7.23137,-56.33596872655677,Maximum number of iterations has been exceeded.,False,500,79094,641,40,7
7LTY,9.66119,-51.107033537011986,Optimization terminated successfully.,True,172,27698,464,35,5
7LUJ,6.5097,-68.05777931660246,Optimization terminated successfully.,True,309,47160,265,18,4
7LUK,11.3809,-87.88928983165121,Optimization terminated successfully.,True,349,58533,612,44,10
7LVI,4.62483,-59.89839491026637,Optimization terminated successfully.,True,493,77740,446,32,6
7LVX,6.99604,-105.52940741058659,Optimization terminated successfully.,True,96,16558,393,22,8
7LWE,7.64915,-58.151943424087676,Optimization terminated successfully.,True,268,40944,277,22,4
7LY8,7.86843,-62.14614831397681,Optimization terminated successfully.,True,160,25274,298,21,5
7LYE,3.71764,-71.59581853095114,Optimization terminated successfully.,True,269,42690,350,28,8
7LYH,7.52623,-53.671990001227385,Maximum number of iterations has been exceeded.,False,500,82931,458,31,10
7LYI,8.36409,-67.5935314582796,Maximum number of iterations has been exceeded.,False,500,81707,398,31,10
7LZD,5.26103,-35.73370467600581,Optimization terminated successfully.,True,312,48586,450,29,5
7LZF,5.8353,-52.53812119832895,Optimization terminated successfully.,True,391,61633,387,31,6
7LZO,0.983385,-61.99425619815554,Optimization terminated successfully.,True,56,8697,171,9,0
7LZQ,7.6514,-55.622978720322564,Optimization terminated successfully.,True,237,37024,239,22,3
7LZT,5.75853,-72.71513447964445,Maximum number of iterations has been exceeded.,False,500,85180,477,32,15
7LZU,7.55594,-84.10174047406807,Maximum number of iterations has been exceeded.,False,500,77972,520,32,13
7LZX,6.2666,-56.747625389460886,Maximum number of iterations has been exceeded.,False,500,83214,441,30,12
7LZY,7.80943,-66.90781886406288,Maximum number of iterations has been exceeded.,False,500,81504,468,31,14
7M01,7.32458,-92.54272879420412,Maximum number of iterations has been exceeded.,False,500,84630,634,38,15
7M04,6.77108,-68.54850919470482,Maximum number of iterations has been exceeded.,False,500,77052,451,34,13
7M0K,5.27895,-68.5803443278702,Optimization terminated successfully.,True,148,22581,387,30,4
7M0L,0.85515,-79.14895244355763,Optimization terminated successfully.,True,168,26142,390,31,4
7M0M,3.94058,-79.18641735342044,Optimization terminated successfully.,True,233,36720,487,35,5
7M0X,1.01285,-103.72476888827495,Optimization terminated successfully.,True,191,31158,354,26,8
7M16,6.24265,-49.324218289986206,Optimization terminated successfully.,True,251,39060,441,30,5
7M23,3.01587,-86.23437692813758,Optimization terminated successfully.,True,268,41678,481,31,5
7M24,7.82119,-72.3492190431997,Optimization terminated successfully.,True,273,43976,378,25,7
7M2E,7.60453,-31.89997338377728,Optimization terminated successfully.,True,306,47698,197,21,5
7M2F,2.78188,-68.233390326791,Optimization terminated successfully.,True,134,21333,468,34,6
7M2L,7.77275,-112.9347182941221,Optimization terminated successfully.,True,100,16598,386,21,5
7M3H,6.35095,-64.40190152834442,Optimization terminated successfully.,True,338,53850,403,24,7
7M3S,7.79779,-103.5949697604086,Optimization terminated successfully.,True,137,21816,390,21,5
7M3Y,6.6121,-66.49980956517433,Optimization terminated successfully.,True,100,16178,256,23,1
7M3Z,2.23516,-59.64719331830002,Optimization terminated successfully.,True,78,12297,415,28,3
7M41,8.20302,-51.41911940200366,Optimization terminated successfully.,True,218,33301,345,32,4
7M7V,4.81506,-71.68686394498002,Optimization terminated successfully.,True,207,32800,474,30,5
7M8M,5.96543,-72.98218009390035,Optimization terminated successfully.,True,358,56446,473,32,6
7M8N,6.73608,-95.94926145546492,Optimization terminated successfully.,True,270,42757,546,37,6
7M8P,7.88058,-54.81180734865164,Optimization terminated successfully.,True,195,31070,494,38,6
7M8X,2.37634,-98.67275816313274,Optimization terminated successfully.,True,341,54570,536,33,7
7M8Y,6.90325,-95.79388291071189,Maximum number of iterations has been exceeded.,False,500,78450,574,37,7
7M8Z,5.83721,-80.43331134570346,Optimization terminated successfully.,True,470,73994,543,35,7
7M91,1.21568,-114.82146337160229,Optimization terminated successfully.,True,166,26766,486,35,7
7M95,8.91676,-67.470380481323,Optimization terminated successfully.,True,442,68870,365,24,5
7M9G,7.67994,-76.47843120817416,Maximum number of iterations has been exceeded.,False,500,84630,540,41,15
7M9H,8.83553,-68.39983274391584,Maximum number of iterations has been exceeded.,False,500,79822,644,42,16
7M9R,6.81045,-79.13483021233856,Maximum number of iterations has been exceeded.,False,500,82533,481,42,14
7M9S,6.86302,-93.71266494387586,Maximum number of iterations has been exceeded.,False,500,78732,465,41,13
7M9T,8.93438,-85.66768891036192,Maximum number of iterations has been exceeded.,False,500,82953,575,42,14
7M9V,9.55458,-77.48563703881334,Maximum number of iterations has been exceeded.,False,500,77392,544,41,13
7M9W,8.13175,-73.26907927605257,Maximum number of iterations has been exceeded.,False,500,82596,576,42,14
7M9X,7.01442,-71.15698434902646,Maximum number of iterations has been exceeded.,False,500,86962,515,43,15
7M9Z,6.81961,-74.72258974013306,Maximum number of iterations has been exceeded.,False,500,83058,506,39,14
7MA0,7.85793,-71.13418738291733,Maximum number of iterations has been exceeded.,False,500,81714,456,39,14
7MA1,3.99764,-77.3168252287253,Maximum number of iterations has been exceeded.,False,500,78592,495,40,13
7MA2,5.06715,-71.02840881828774,Maximum number of iterations has been exceeded.,False,500,77252,459,40,13
7MA3,6.47251,-83.02544863288824,Maximum number of iterations has been exceeded.,False,500,85906,438,40,15
7MA4,6.8173,-72.90079951027539,Maximum number of iterations has been exceeded.,False,500,86170,548,40,15
