ID,HET,SMILES
3et2_et1_lig,et1,COC1CCC(S(O)(O)N2CC(CCC(O)O)C3CC(OC)CCC32)CC1
3et3_et1_lig,et1,COC1CCC(S(O)(O)N2CC(CCC(O)O)C3CC(OC)CCC32)CC1
3et7_349_lig,349,OC1CC2CC(N[C@H]3NCC(C(F)(F)F)C(NCC4CCCC[C@H]4S(O)(O)N4CCCC4)N3)CCC2N1
3eta_351_lig,351,NCC1CCC(C2CNC3NCC(C4CCCC(NC(O)NC5CCCCC5OC5CCCCC5)C4)C3C2)CC1
3ete_h3p_lig,h3p,OC1C(Cl)C[C@@H](Cl)C(Cl)[C@H]1C[C@H]1C(O)C(Cl)C[C@@H](Cl)[C@@H]1Cl
3etr_luz_lig,luz,O=c1[nH]c(=O)c2nccnc2[nH]1
3etr_mos_lig,mos,[OH][Mo]([OH])[SH]
3etr_mte_lig,mte,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2
3ets_4mu_lig,4mu,CC1CC(O)OC2CC(O)CC[C@@H]12
3ett_npo_lig,npo,OC1CCC(N(O)O)CC1
3eu5_gbo_lig,gbo,CC(CCC[C@@H](C)CNC(O)CCCC[C@@H]1SC[C@@H]2NC(O)N[C@@H]21)CCO[PH](O)(O)O[PH](O)(O)O
3eub_mte_lig,mte,Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2
3eub_xan_lig,xan,O=c1[nH]c(=O)c2nc[nH]c2[nH]1
3euf_bau_lig,bau,OCCOCN1CC(CC2CCCCC2)C(O)NC1O
3euv_gbo_lig,gbo,CC(CCC[C@@H](C)CNC(O)CCCC[C@@H]1SC[C@@H]2NC(O)N[C@@H]21)CCO[PH](O)(O)O[PH](O)(O)O
3ew8_b3n_lig,b3n,CN(C)C1CCC(C(O)NCCCCCCC(O)NO)CC1
3ewh_k11_lig,k11,CNC1NCCC(C2CCCNC2O[C@H]2CCC(NC3NC4CCC(C(F)(F)F)CC4N3)C3CCCCC32)N1
3ewj_642_lig,642,OC(O)[C@H]1C[C@@]12C[C@@H](C1CCC(OCC3C[C@@H](C4CCCCC4)NC4CCCCC34)CC1)NC2O
3ewx_bmp_lig,bmp,OC1CC(O)N([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
3ewy_u5p_lig,u5p,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
3ex1_6cn_lig,6cn,NC[C@H]1C[C@H](O)NC(O)N1[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
3ex4_bmp_lig,bmp,OC1CC(O)N([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1
3ex8_aif_lig,aif,N[C@@H]1C(O)N[C@H](O)N[C@@H]1NC[C@@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O
3exe_tpp_lig,tpp,CC1NCC(CN2CSC(CCO[PH](O)(O)O[PH](O)(O)O)[C@H]2C)C(N)N1
3exf_tpp_lig,tpp,CC1NCC(CN2CSC(CCO[PH](O)(O)O[PH](O)(O)O)C2C)C(N)N1
3ey4_352_lig,352,C[C@H](N[C@H]1NC(O)[C@](C)(C(C)(C)O)S1)C1CCC(F)CC1
3eyg_mi1_lig,mi1,C[C@@H]1CCN(C(O)CCN)C[C@@H]1N(C)C1NCNC2NCCC21
3eyh_iza_lig,iza,CC(C)(C)C1NC2C3CCC(F)CC3C3C(O)NCCC3C2N1
3eyk_eyk_lig,eyk,CC(C)(C)C1CC(O)CCC1O
3eyl_smk_lig,smk,CC[C@H](N)C(O)N[C@@H]1C(O)N2[C@@H](CC[C@@H]1CCN)CC[C@H]2C(O)NC(C1CCCCC1)C1CCCCC1
3eym_eyk_lig,eyk,CC(C)(C)c1cc(O)ccc1O
3ez5_dad_lig,dad,NC1NCNC2C1NCN2[C@H]1CC[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O1
3ezp_b3n_lig,b3n,CN(C)C1CCC(C(O)NCCCCCCC(O)NO)CC1
3ezr_ezr_lig,ezr,COc1cc(N)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1
3ezt_b3n_lig,b3n,CN(C)C1CCC(C(O)NCCCCCCC(O)NO)CC1
3f06_b3n_lig,b3n,CN(C)C1CCC(C(O)NCCCCCCC(O)NO)CC1
3f07_age_lig,age,CN1CC(C(O)CC2CCCCC2)CC1CCC(O)NO
3f0b_53r_lig,53r,COC1CC(C2CCCCC2)CC([C@@H](C)CCC2C(C)NC(N)NC2N)C1
3f0g_c5p_lig,c5p,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
3f0q_52v_lig,52v,COC1CC(C2C(C)CCCC2C)CC([C@H](C)CCC2C(C)NC(N)NC2N)C1
3f0s_53t_lig,53t,COC1CC(C2CC(C)CC(C)C2)CC([C@@H](C)CCC2C(C)NC(N)NC2N)C1
3f0t_ncv_lig,ncv,CC1C(O)NC(O)N(C)C1CC(CO)CO
3f0u_53r_lig,53r,COC1CC(C2CCCCC2)CC([C@@H](C)CCC2C(C)NC(N)NC2N)C1
3f0v_52v_lig,52v,COC1CC(C2C(C)CCCC2C)CC([C@H](C)CCC2C(C)NC(N)NC2N)C1
3f0x_53t_lig,53t,COC1CC(C2CC(C)CC(C)C2)CC([C@@H](C)CCC2C(C)NC(N)NC2N)C1
3f15_hs1_lig,hs1,COC1CCC(S(O)(O)N(CC(O)NO)C[C@H](O)CO)CC1
3f16_hs3_lig,hs3,COC1CCC(S(O)(O)N[C@H](CO)[C@H](O)NO)CC1
3f17_hs4_lig,hs4,ONC(O)CNS(O)(O)C1CCC(C2CCCCC2)CC1
3f18_hs5_lig,hs5,OCCN(CC(O)NO)S(O)(O)C1CCC(F)CC1
3f19_hs6_lig,hs6,ONC(O)CNS(O)(O)C1CCC(F)CC1
3f1a_hs7_lig,hs7,ONC(O)CNS(O)(O)C1CCCCC1
3f1o_2xy_lig,2xy,ON(O)C1CC(C(F)(F)F)CC[C@@H]1NN1CCOCC1
3f1q_bce_lig,bce,CC(O)C(CN)C(O)NC1CCC(C2CCCCC2)CC1
3f28_s7b_lig,s7b,CC1CCCC(C(O)O)C1OC(O)C1CC1
3f2n_izz_lig,izz,CC(C)[C@@H](CO)NC1CC[C@@H]2NCC(C3CCCC(N)C3)N2N1
3f2p_s3b_lig,s3b,CCC(O)OC1C(C)CCCC1C(O)O
3f2r_hc6_lig,hc6,C[N+]1(C)CCO[C@@](O)(C2CCC(C3CCC([C@@]4(O)C[N+](C)(C)CCO4)CC3)CC2)C1
3f3m_pps_lig,pps,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)OS(O)(O)O)[C@@H](O[PH](O)(O)O)[C@H]1O
3f3t_1au_lig,1au,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(N)c2)n1
3f3u_1aw_lig,1aw,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(N)c2)n1
3f3v_1bu_lig,1bu,Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)c1
3f3w_1bu_lig,1bu,Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Nc3ncnc4ccc(N)cc34)cc2)c1
3f3y_4oa_lig,4oa,C[C@H](CCC(O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
3f3y_a3p_lig,a3p,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
3f46_i2c_lig,i2c,CC1C(CCO)NC(O)[C@@H](C)[C@@H]1O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(O)NC(N)NC32)[C@H](O)[C@@H]1O
3f47_i2c_lig,i2c,CC1C(O)NC(CCO)C(C)C1O[PH](O)(O)OC[C@H]1O[C@@H](N2CN[C@H]3C2NC(N)N[C@@H]3O)[C@H](O)[C@@H]1O
3f5l_lb2_lig,lb2,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3f5p_741_lig,741,COC1CC2C(C[C@@H]1OCCCN(C)CCO)NC[C@H](CN)C2NC1CCC(S[C@H]2NCCN2C)C(Cl)C1
3f5u_anp_lig,anp,NC1NCN[C@H]2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)N[PH](O)(O)O)[C@@H](O)[C@H]1O
3f61_adp_lig,adp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
3f64_lec_lig,lec,CC(O)N[C@H]1[C@H](OC2CCC(N(O)O)CC2)O[C@H](CO)[C@@H](O)[C@@H]1O
3f66_gbl_lig,gbl,O=C1CCCO1
3f69_xdr_lig,xdr,CO[C@@H](O)[C@@]1(O)C[C@H]2O[C@]1(C)N1C3CCCCC3C3C4CN[C@H](O)C4C4C5CCCCC5N2C4C31
3f6b_8pa_lig,8pa,Cc1ncc(C[n+]2c([C@@H](O)C=Cc3cccnc3)sc(CCO[P@](=O)(O)OP(=O)(O)O)c2C)c(N)n1
3f6x_ihh_lig,ihh,NCC[C@H]1CC[C@@H](N[C@@H]2NC3CCCCC3[C@H](NC3CC(C4CC4)NN3)N2)CC1
3f78_icf_lig,icf,FC(F)O[C@@H](Cl)C(F)(F)F
3f7b_ag5_lig,ag5,NS(O)(O)[C@@H]1CNC(SC2CCCCC2)C(C(O)NCCC2CCCCC2)C1
3f7d_p42_lig,p42,CCCCCCCCCCCCCCCCC[C@H](O)OC[C@@H](CO[PH](O)(O)OCC[N+](C)(C)C)O[C@@H](O)CCCCCCCCCCCCCCC
3f7h_419_lig,419,CN[C@@H](C)C(O)N[C@H](C(O)N1CC[C@H]2CC[C@H](NC(O)C(C3CCCCC3)C3CCCCC3)[C@H]21)C(C)(C)C
3f7i_g13_lig,g13,CN[C@@H](C)C(O)N[C@H](C(O)N1CC[C@H]2CC[C@H](NC(O)C3CCCC4CCCCC43)[C@H]21)C(C)(C)C
3f7u_ag4_lig,ag4,COCCCN[C@@H](O)[C@@H]1C[C@@H](S(N)(O)O)CNC1SC1CCCCC1
3f7z_34o_lig,34o,COC1CCC(CSC2NNC(C3CCC4OCOC4C3)O2)CC1F
3f80_6hn_lig,6hn,N[C@@H](CCCC[N+](=O)[O-])C(=O)O
3f81_stt_lig,stt,CC1SC(S)N(CCS(O)(O)O)C1O
3f82_353_lig,353,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1
3f88_2ht_lig,2ht,CC1CCCC(CN)C1
3f88_3ht_lig,3ht,COC1CCC(N2CNC3CCC(C4NNC(S)O4)CC32)CC1
3f8s_pf2_lig,pf2,OC([C@@H]1C[C@H](N2CCN(C3NCCCN3)CC2)CN1)N1CCC(F)(F)C1
3f8y_dh1_lig,dh1,COC1CCC(OCCCCC(O)O)CC1C[C@H]1CNC(N)NC1N
3f8z_dh1_lig,dh1,COC1CCC(OCCCCC(O)O)C[C@H]1CC1CNC(N)NC1N
3f91_dh1_lig,dh1,COC1CCC(OCCCCC(O)O)CC1CC1CN[C@@H](N)NC1N
3f9b_pdv_lig,pdv,[OH][V]12([OH])[O][V]1([OH])([OH])([OH])[O]2
3f9n_38m_lig,38m,CCCC[C@H](Sc1nc2ccccc2c(=O)n1-c1cccc(Cl)c1)C(=O)N1CCC[C@]2(CCCNC2)C1
3f9w_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
3f9x_sah_lig,sah,NC1NCN[C@H]2[C@H]1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
3f9y_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
3f9z_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
3fa7_b3p_lig,b3p,OCC(CO)(CO)NCCCNC(CO)(CO)CO
3faa_55f_lig,55f,CC(O)NC1NC(C2CCC3NCCNC3C2)C(C2CCC(F)C(C)N2)N1
3fal_lo2_lig,lo2,CCCCN(CC1CC(Cl)C(OC)C(OC)C1)C1CCC(C(O)(C(F)(F)F)C(F)(F)F)CC1
3fat_amq_lig,amq,CC1ONC(O)C1C[C@H](N)C(O)O
3fc2_ibi_lig,ibi,CC[C@@H]1[C@H](O)N(C)C2CNC(N[C@H]3CCC(C(O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)CC3OC)NC2N1C(C)C
3fc6_lx2_lig,lx2,OC(O)CN1CCC2C(OCCCN(CC3CCCC(C(F)(F)F)C3Cl)CC(C3CCCCC3)C3CCCCC3)CCCC21
3fcf_fcf_lig,fcf,OC1CC(CNOCCONCC2CCCC(C(O)O)C2)NC(O)N1
3fci_3fi_lig,3fi,OC1CC(CNCCCONCC2CCCC(C(O)O)C2)NC(O)N1
3fcj_fad_lig,fad,CC1CC2NC3C(O)NC(O)N[C@@H]3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)C2CC1C
3fcj_nie_lig,nie,CC[N+](=O)[O-]
3fck_fck_lig,fck,O=C(O)c1cccc(CNCCCON=Cc2cc(=O)[nH]c(=O)[nH]2)c1
3fcl_3fl_lig,3fl,OC1CC(CNCCCCNCC2CCCC(C(O)O)C2)NC(O)N1
3fco_iig_lig,iig,C[C@](O)(C1CCC(C(O)N(C2CC2)[C@H]2CC[C@](O)(C3CC3)CC2)CC1)C(F)(F)F
3fcq_m3s_lig,m3s,CC(O)OC1C(C)CCCC1C(O)O
3fdc_btf_lig,btf,OC1N[C@H]2[C@H](CS[C@H]2CCCC[C@@H](O)NCC2CCNCC2)N1
3fdn_mmh_lig,mmh,COC1CCC(CNNC2NNC(C)[C@@H]2[C@H](O)N[C@@H]2CCCC(NC(C)O)C2)CC1
3fdz_3pg_lig,3pg,OC(O)[C@H](O)CO[PH](O)(O)O
3fdz_dg2_lig,dg2,OC(O)[C@@H](CO[PH](O)(O)O)O[PH](O)(O)O
3fed_bix_lig,bix,N[C@@H](CC[PH](O)(O)C[C@@H](CCC(O)O)C(O)O)C(O)O
3fee_qus_lig,qus,N[C@@H](CN1OC(O)NC1O)C(O)O
3feg_adp_lig,adp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
3feg_amp_lig,amp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
3fei_ctm_lig,ctm,CCO[C@@H](CC1CCC(OCC2CSC(C3CCC(Cl)CC3)N2)CC1C)C(O)O
3fej_ctm_lig,ctm,CCO[C@@H](CC1CCC(OCC2CSC(C3CCC(Cl)CC3)N2)CC1C)C(O)O
3fel_b3p_lig,b3p,OCC(CO)(CO)NCCCNC(CO)(CO)CO
3ff6_rcp_lig,rcp,O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1
3ffi_3ob_lig,3ob,CN(C)C1C(O)NC(CC(O)N2CCC3CCCCC3C2)CC1OC1CC(Cl)CC(CN)C1
3fg5_ajm_lig,ajm,CN1c2ccccc2[C@]23C[C@H]4[C@H]([C@@H]5C[C@H](O)N4[C@@H](C5)[C@H]12)[C@H]3O
3fgd_bya_lig,bya,OC(O)CCNC(O)C1CCCCC1
3fgo_cza_lig,cza,CC(O)[C@H]1C(O)[C@@H]2[C@H]3C4CNC5CCC[C@H](C[C@H]3C(C)(C)N2[C@@H]1O)C54
3fh5_24p_lig,24p,C1CCC(CC2CCC(OC[C@H]3CCCN3)CC2)CC1
3fh7_25p_lig,25p,OC(O)CCCN1CCC[C@H]1COC1CCC(OC2CCC(Cl)CC2)CC1
3fh8_27p_lig,27p,C1CCC(CC2CCC(OCCN3CCCC3)CC2)CC1
3fhb_gab_lig,gab,Nc1cccc(C(=O)O)c1
3fhe_28p_lig,28p,CN(CCCOC1CCC(CC2CCCCC2)CC1)CCC(O)O
3fhj_amp_lig,amp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
3fhr_p4o_lig,p4o,OC1NCCC2N[C@@H]([C@@H]3CCNC([C@@H]4CNC5CCCCC5C4)C3)C[C@@H]12
3fhx_plp_lig,plp,CC1NCC(CO[PH](O)(O)O)C(CO)C1O
3fhx_pxl_lig,pxl,CC1NCC(CO)C(CO)C1O
3fi2_jk1_lig,jk1,COC1C[C@H](N[C@@H](O)C2CCCC(N3C[C@H](N[C@@H](O)NC4CCCCC4)CN3)C2)CC(OC)[C@@H]1OC
3fi3_jk2_lig,jk2,COC1CC(N[C@@H](O)[C@@H]2CCC[C@H](N3NCC4CC(N[C@@H]5CCCCC5F)CCC43)C2)CC(OC)C1OC
3fi4_fi4_lig,fi4,C[C@H](O)CNC1NC(OC2CCC(F)CC2F)NC2NNC(C3CCCCC3Cl)C12
3fj6_cih_lig,cih,CC(O)C(CN)C(O)N[C@@H]1CC[C@H]([C@H]2CCCCC2Cl)C(Cl)C1
3fjl_cjh_lig,cjh,CCOC1CCC[C@H](C2CCC(NC(O)C(CN)C(C)O)CC2)C1
3fjz_gpf_lig,gpf,OC(O)CNC[PH](O)(O)O
3fjz_s3p_lig,s3p,OC(O)C1C[C@@H](O)[C@H](O)[C@H](O[PH](O)(O)O)C1
3fk0_s3p_lig,s3p,OC(O)C1C[C@@H](O)[C@H](O)[C@H](O[PH](O)(O)O)C1
3fk7_4dm_lig,4dm,CC1C2CCCC(O)C2C(O)C2C1C[C@H]1CC(O)C(C(N)O)C(O)[C@@]1(O)C2O
3fkb_tnm_lig,tnm,C[C@H](CN1CNC2C(N)NCNC21)OC[PH](O)(O)O[PH](O)(O)O
3fkb_tnv_lig,tnv,C[C@H](CN1CNC2C(N)NCNC21)OC[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O
3fkl_fkl_lig,fkl,CC1CCC(C(O)NC2CC2)CC1C1CC2CNC(NC3CCOCC3)NC2N(C)C1O
3fkn_fkn_lig,fkn,CS(O)(O)C1CCC(Cl)C(C2NNC3NC(OC4CCC(F)CC4F)NCC32)C1
3fl1_cgp_lig,cgp,NC1NC(O)C2NCN([C@H]3C[C@H](O)[C@@H](COP(O)O)O3)C2N1
3fl1_tre_lig,tre,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3fl5_txq_lig,txq,OC1CCC2C(O)C3C(O)CCC(O)C3C(O)C2C1O
3flf_ub3_lig,ub3,CC(C)C[C@H](NC(O)[C@@H](N[PH](O)(O)CNC(O)OCC1CCCCC1)C(C)C)C(O)O
3fli_33y_lig,33y,CC(C)O[C@@H](O)[C@H]1CN([C@H](O)[C@H]2CCC(F)C(F)C2)CC(C)(C)[C@@H]2C3CCCCC3N[C@@H]12
3fln_3fn_lig,3fn,CN1C(O)C(OC2CCC(F)CC2F)CC2CNC(NC3CCOCC3)NC21
3flw_flw_lig,flw,CN1C(O)C(OC2CCC(F)CC2F)CC2CNC(NC(CCO)CCO)NC21
3flz_flz_lig,flz,CN1C(O)C(OC2CCCCC2)CC2CNC(NC3CCOCC3)NC21
3fmd_iqb_lig,iqb,OS(O)(NCCNCCCC1CCC(Br)CC1)C1CCCC2CNCCC21
3fme_stu_lig,stu,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)N1C3CCCCC3C3C4CN[C@H](O)C4C4C5CCCCC5N2C4C31
3fmf_dsd_lig,dsd,C[C@H](N)[C@@H](CCCCCC(O)O)NC(O)O
3fmi_kap_lig,kap,C[C@H](N)C(O)CCCCCC(O)O
3fmz_2t1_lig,2t1,OC(O)C1CCCCC1NC(O)N1CCC(C2CCCCC2C(F)(F)F)CC1
3fne_8pc_lig,8pc,Oc1cc(Cc2ccccn2)ccc1Oc1ccc(Cl)cc1Cl
3fne_nad_lig,nad,NC(O)[C@@H]1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
3fnf_jpm_lig,jpm,Oc1cc(Cc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl
3fnf_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
3fng_jpl_lig,jpl,Oc1cc(CC2CCCCC2)ccc1Oc1ccc(Cl)cc1Cl
3fng_nad_lig,nad,NC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
3fnh_jpj_lig,jpj,Oc1cc(CCc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl
3fnh_nad_lig,nad,NC(O)[C@@H]1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1
3fnl_sha_lig,sha,ONC(O)C1CCCCC1O
3fo7_imn_lig,imn,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3foo_pxx_lig,pxx,CC(O)NC1CC2CCCNC2C2NCCCC12
3for_znp_lig,znp,NC(O)[C@H](CC1CCCCC1)CN(O)O
3fp0_fp0_lig,fp0,CC1CC[C@@]2(CO)[C@@H](C1)O[C@@H]1[C@H](OC(C)O)C[C@@]2(C)[C@]12CO2
3fpa_dtb_lig,dtb,C[C@@H]1NC(O)N[C@@H]1CCCCCC(O)O
3fpd_q4a_lig,q4a,COC1CC2NC(N3CCCN(C)CC3)N[C@@H](NC3CCN(CC4CCCCC4)CC3)C2C[C@@H]1OC
3fpm_793_lig,793,C[C@@H](NC1C(O)C(O)C1NC1CCNCC1)C1CCCCC1
3fps_cza_lig,cza,C[C@H](O)[C@@H]1[C@@H](O)[C@@H]2[C@@H]3[C@@H](CC4CCC[C@H]5NC[C@H]3C45)C(C)(C)N2[C@@H]1O
3fq0_n22_lig,n22,CCC1NC(N)NC(N)C1CCCC1CC(OC)CCC1OC
3fq7_pxg_lig,pxg,CC1NC[C@H](CO[PH](O)(O)O)C(CNC2CCCC(C(O)O)C2)C1O
3fq8_pmp_lig,pmp,CC1NCC(CO[PH](O)(O)O)C(CN)C1O
3fqa_gab_lig,gab,Nc1cccc(C(=O)O)c1
3fqa_pmp_lig,pmp,CC1NCC(CO[PH](O)(O)O)C(CN)C1O
3fqc_55v_lig,55v,COC1CC(C(C)(C)CCC2C(C)NC(N)NC2N)CC(OC)C1OC
3fqe_p5c_lig,p5c,CC1CCCC(NC2NC(N[C@@H]3CCCC[C@@H]3N)NCC2C(N)O)C1
3fqf_55v_lig,55v,COC1CC(C(C)(C)CCC2C(C)NC(N)NC2N)CC(OC)C1OC
3fqh_057_lig,057,CN1CC(C2CC3CCCNC3N2)C2CC(C(O)NC(C)(C)CO)CCC21
3fqj_gdp_lig,gdp,NC1NC(O)C2NCN([C@@H]3O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]3O)C2N1
3fqk_79z_lig,79z,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
3fql_79z_lig,79z,CNC(O)C1C2CC(C3CC3)C(N(CCO)S(C)(O)O)CC2O[C@H]1C1CCC(F)CC1
3fqo_n22_lig,n22,CCC1NC(N)NC(N)C1CCCC1CC(OC)CCC1OC
3fqs_585_lig,585,COC1CC(NC2NCC(F)C(NC3CCC4OC(C)(C)C(O)NC4N3)N2)CC(OC)C1OC
3fqv_11f_lig,11f,COC1CC([C@H](C)CCC2C(C)NC(N)NC2N)CCC1C1CCCCC1
3fqz_11f_lig,11f,COC1CC([C@H](C)CCC2C(C)NC(N)NC2N)CCC1C1CCCCC1
3fr0_ajb_lig,ajb,CC1CSC(NC(O)C2CC(SC3NNCN3C)CCC2N)N1
3fr2_8ca_lig,8ca,OC(O)C1CCCC2C3CCCCC3N(CC3CCCCC3)C12
3fr3_gds_lig,gds,N[C@@H](CCC(O)N[C@@H](CSSC[C@H](NC(O)CC[C@H](N)C(O)O)C(O)NCC(O)O)C(O)NCC(O)O)C(O)O
3fr4_f8a_lig,f8a,OC(O)[C@@H]1CCCC2C3CCCCC3N(CC3CCCC[C@H]3C(F)(F)F)C21
3fr5_i4a_lig,i4a,NC(O)C1CCCC(CN2C3CCCCCC3C3CCCC(C(O)O)C32)C1
3fr9_gsh_lig,gsh,N[C@H](CCC(O)N[C@@H](CS)C(O)NCC(O)O)C(O)O
3fra_i2h_lig,i2h,COC1CC(CC2CNC(N)NC2N)C2CC[C@H](C3CC3)OC2C1OC
3frb_top_lig,top,COC1CC(CC2CNC(N)NC2N)CC(OC)C1OC
3frc_0hg_lig,0hg,N[C@@H](CCC(O)N[C@@H](CSCC1CCC(Br)CC1)C(O)NCC(O)O)C(O)O
3frd_dhf_lig,dhf,NC1NC(O)C2NC(CNC3CCC(C(O)N[C@@H](CCC(O)O)C(O)O)CC3)CNC2N1
3frg_sk4_lig,sk4,COC1CCCC(N[C@@H]2C3CC(S(C)(O)O)CCC3NC[C@H]2[C@@H](N)O)C1
3frj_a49_lig,a49,C[C@](O)(C1CCC([C@@H](O)N(C2CC2)C2CCN(CC3([C@@H](N)O)CC3)CC2)CC1)C(F)(F)F
3frz_ag0_lig,ag0,CCC1CC(CC[C@]2(C3CCCC3)CC(O)C(CC3NC4NC(C)CC(C)N4N3)C(O)O2)CC(CC)N1
3fs6_dh1_lig,dh1,COC1CCC(OCCCCC(O)O)CC1CC1CNC(N)NC1N
3fsf_fss_lig,fss,CCN(CC)COC1CCC(NC2NCC3CN(C4C(Cl)CCCC4Cl)C(O)N(C)C3N2)CC1
3fsk_ro6_lig,ro6,OC1NC2NC(N[C@H]3CC[C@H](O)CC3)NCC2CN1C1CCCCC1Cl
3fst_mry_lig,mry,OC[C@@H](O)[C@@H](O)CO
3fsu_c2f_lig,c2f,CN1[C@@H](CNC2CCC([C@@H](O)N[C@@H](CCC(O)O)C(O)O)CC2)CN[C@H]2NC(N)NC(O)[C@@H]21
3fsu_mry_lig,mry,OC[C@@H](O)[C@@H](O)CO
3ft8_moj_lig,moj,CC1NC(N)NC2C[C@H](C3CCC(F)CC3C3CCCNC3)C[C@H](NO)C12
3fts_stl_lig,stl,OC1CCC(CCC2CC(O)CC(O)C2)CC1
3ftu_re2_lig,re2,OC1CCC(CCC2CC(O)CC(O)C2)CC1
3ftv_11x_lig,11x,C1CCC(NCC2CCCNC2)CC1
